customer_id,first_order_date,months_since_first_order
171411,2025-03-10,1
266356,2025-03-10,1
34765,2025-03-10,1
631417,2025-03-10,1
905482,2025-03-10,1
970535,2025-03-10,1
227199,2025-03-10,1
597716,2025-03-10,1
816782,2025-03-10,1
1605,2025-03-10,1
315246,2025-03-10,1
861686,2025-03-10,1
236931,2025-03-10,1
852864,2025-03-10,1
286640,2025-03-10,1
718022,2025-03-10,1
789277,2025-03-10,1
360667,2025-03-10,1
742986,2025-03-10,1
644775,2025-03-10,1
361761,2025-03-10,1
990827,2025-03-10,1
981267,2025-03-10,1
953097,2025-03-10,1
544483,2025-03-10,1
342389,2025-03-10,1
591461,2025-03-10,1
926248,2025-03-10,1
498664,2025-03-10,1
573225,2025-03-10,1
837993,2025-03-10,1
900561,2025-03-10,1
92898,2025-03-10,1
52721,2025-03-10,1
290016,2025-03-10,1
269138,2025-03-10,1
127040,2025-03-10,1
89954,2025-03-10,1
521913,2025-03-10,1
749259,2025-03-10,1
449394,2025-03-10,1
430233,2025-03-10,1
597472,2025-03-10,1
590195,2025-03-10,1
733453,2025-03-10,1
482715,2025-03-10,1
651352,2025-03-10,1
843006,2025-03-10,1
923216,2025-03-10,1
65231,2025-03-10,1
871156,2025-03-10,1
569169,2025-03-10,1
68667,2025-03-10,1
399788,2025-03-10,1
908866,2025-03-10,1
856077,2025-03-10,1
113631,2025-03-10,1
432815,2025-03-10,1
301721,2025-03-10,1
26811,2025-03-10,1
690366,2025-03-10,1
678914,2025-03-10,1
344780,2025-03-10,1
536710,2025-03-10,1
831139,2025-03-10,1
719201,2025-03-10,1
406075,2025-03-10,1
781933,2025-03-10,1
531781,2025-03-10,1
542877,2025-03-10,1
743235,2025-03-10,1
799928,2025-03-10,1
877486,2025-03-10,1
714283,2025-03-10,1
809421,2025-03-10,1
365466,2025-03-10,1
464233,2025-03-10,1
761177,2025-03-10,1
295043,2025-03-10,1
519777,2025-03-10,1
200348,2025-03-10,1
567489,2025-03-10,1
761990,2025-03-10,1
410475,2025-03-10,1
527968,2025-03-10,1
480715,2025-03-10,1
779112,2025-03-10,1
158381,2025-03-10,1
937177,2025-03-10,1
713230,2025-03-10,1
641520,2025-03-10,1
41691,2025-03-10,1
240938,2025-03-10,1
948060,2025-03-10,1
760818,2025-03-10,1
26631,2025-03-10,1
473343,2025-03-10,1
740224,2025-03-10,1
852567,2025-03-10,1
478217,2025-03-10,1
463242,2025-03-10,1
789395,2025-03-10,1
559309,2025-03-10,1
882705,2025-03-10,1
442899,2025-03-10,1
392990,2025-03-10,1
723029,2025-03-10,1
281546,2025-03-10,1
478705,2025-03-10,1
817111,2025-03-10,1
928086,2025-03-10,1
349969,2025-03-10,1
711903,2025-03-10,1
961999,2025-03-10,1
929747,2025-03-10,1
696580,2025-03-10,1
33599,2025-03-10,1
165802,2025-03-10,1
428754,2025-03-10,1
51468,2025-03-10,1
32410,2025-03-10,1
502355,2025-03-10,1
623480,2025-03-10,1
396170,2025-03-10,1
854500,2025-03-10,1
151671,2025-03-10,1
614569,2025-03-10,1
582718,2025-03-10,1
842149,2025-03-10,1
335646,2025-03-10,1
449946,2025-03-10,1
489124,2025-03-10,1
591223,2025-03-10,1
706566,2025-03-10,1
216013,2025-03-10,1
237139,2025-03-10,1
958462,2025-03-10,1
197567,2025-03-10,1
447671,2025-03-10,1
330740,2025-03-10,1
776396,2025-03-10,1
789638,2025-03-10,1
657124,2025-03-10,1
32389,2025-03-10,1
138178,2025-03-10,1
193454,2025-03-10,1
392517,2025-03-10,1
579527,2025-03-10,1
664613,2025-03-10,1
602487,2025-03-10,1
24139,2025-03-10,1
103551,2025-03-10,1
532773,2025-03-10,1
274149,2025-03-10,1
435823,2025-03-10,1
509765,2025-03-10,1
474687,2025-03-10,1
920804,2025-03-10,1
580523,2025-03-10,1
259419,2025-03-10,1
947930,2025-03-10,1
322810,2025-03-10,1
791371,2025-03-10,1
683343,2025-03-10,1
131765,2025-03-10,1
26144,2025-03-10,1
938581,2025-03-10,1
912599,2025-03-10,1
447448,2025-03-10,1
391863,2025-03-10,1
519341,2025-03-10,1
974747,2025-03-10,1
854417,2025-03-10,1
386593,2025-03-10,1
362390,2025-03-10,1
914219,2025-03-10,1
367578,2025-03-10,1
790877,2025-03-10,1
334042,2025-03-10,1
411337,2025-03-10,1
59606,2025-03-10,1
756502,2025-03-10,1
140337,2025-03-11,1
39772,2025-03-11,1
489083,2025-03-11,1
570573,2025-03-11,1
359864,2025-03-11,1
476331,2025-03-11,1
688968,2025-03-11,1
822926,2025-03-11,1
135616,2025-03-11,1
49062,2025-03-11,1
201714,2025-03-11,1
516802,2025-03-11,1
874486,2025-03-11,1
462683,2025-03-11,1
522334,2025-03-11,1
649104,2025-03-11,1
507400,2025-03-11,1
223205,2025-03-11,1
650631,2025-03-11,1
942196,2025-03-11,1
986853,2025-03-11,1
700105,2025-03-11,1
819962,2025-03-11,1
760384,2025-03-11,1
787003,2025-03-11,1
479573,2025-03-11,1
737679,2025-03-11,1
897534,2025-03-11,1
959756,2025-03-11,1
89311,2025-03-11,1
307609,2025-03-11,1
753413,2025-03-11,1
47454,2025-03-11,1
814795,2025-03-11,1
536228,2025-03-11,1
376225,2025-03-11,1
71190,2025-03-11,1
157868,2025-03-11,1
590805,2025-03-11,1
89058,2025-03-11,1
337026,2025-03-11,1
856108,2025-03-11,1
918668,2025-03-11,1
13471,2025-03-11,1
373069,2025-03-11,1
754998,2025-03-11,1
456948,2025-03-11,1
409038,2025-03-11,1
381704,2025-03-11,1
783016,2025-03-11,1
376302,2025-03-11,1
783427,2025-03-11,1
794501,2025-03-11,1
